Row_ID,Order_ID,Order_Date,Order_month,Order_year,Ship_Date,Ship_Mode,Shipping_duration,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Profit_margine
5072,CA-2014-124478,08-08-2014,Aug,2014,12-08-2014,Standard Class,4,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183    ,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,53.90,6.00,0%,22.63,42%
5073,CA-2014-124478,08-08-2014,Aug,2014,12-08-2014,Standard Class,4,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183    ,Central,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,300.00,2.00,0%,83.99,28%
5074,CA-2015-145485,05-11-2015,Nov,2015,05-11-2015,Same Day,0,JM-16195,Justin MacKendrick,Consumer,United States,San Francisco,California,94109    ,West,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,62.80,4.00,0%,15.70,25%
5075,CA-2017-151071,25-04-2017,Apr,2017,29-04-2017,Second Class,4,MB-18085,Mick Brown,Consumer,United States,Los Angeles,California,90049    ,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.90,2.00,20%,4.52,33%
5076,CA-2014-134572,20-04-2014,Apr,2014,22-04-2014,Second Class,2,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070    ,Central,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,744.10,5.00,30%,-95.67,-13%
5077,CA-2014-134572,20-04-2014,Apr,2014,22-04-2014,Second Class,2,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070    ,Central,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",44.80,5.00,20%,5.61,13%
5078,CA-2014-134572,20-04-2014,Apr,2014,22-04-2014,Second Class,2,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070    ,Central,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,401.60,2.00,30%,-131.95,-33%
5079,CA-2017-143217,11-11-2017,Nov,2017,17-11-2017,Standard Class,6,CG-12040,Catherine Glotzbach,Home Office,United States,Milwaukee,Wisconsin,53209    ,Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,18.20,3.00,0%,8.57,47%
5080,US-2017-133312,25-11-2017,Nov,2017,29-11-2017,Standard Class,4,BD-11500,Bradley Drucker,Consumer,United States,San Francisco,California,94122    ,West,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",359.50,3.00,15%,-29.61,-8%
5081,US-2017-133312,25-11-2017,Nov,2017,29-11-2017,Standard Class,4,BD-11500,Bradley Drucker,Consumer,United States,San Francisco,California,94122    ,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,10.50,1.00,0%,2.83,27%
5082,US-2015-137533,18-12-2015,Dec,2015,18-12-2015,Same Day,0,JK-15640,Jim Kriz,Home Office,United States,Cleveland,Ohio,44105    ,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,20.70,4.00,20%,7.26,35%
5083,CA-2016-155138,08-09-2016,Sep,2016,12-09-2016,Standard Class,4,JM-15580,Jill Matthias,Consumer,United States,Monroe,North Carolina,28110    ,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35.20,4.00,20%,8.35,24%
5084,CA-2016-155138,08-09-2016,Sep,2016,12-09-2016,Standard Class,4,JM-15580,Jill Matthias,Consumer,United States,Monroe,North Carolina,28110    ,South,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,64.70,3.00,20%,23.46,36%
5085,CA-2016-108350,06-06-2016,Jun,2016,09-06-2016,Second Class,3,SC-20230,Scot Coram,Corporate,United States,Lowell,Massachusetts,1852    ,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,105.50,4.00,0%,48.54,46%
5086,CA-2015-144302,19-06-2015,Jun,2015,23-06-2015,Standard Class,4,ME-17320,Maria Etezadi,Home Office,United States,Dallas,Texas,75081    ,Central,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",5.80,2.00,80%,-9.56,-165%
5087,CA-2015-109001,05-03-2015,Mar,2015,09-03-2015,Standard Class,4,KN-16390,Katherine Nockton,Corporate,United States,Philadelphia,Pennsylvania,19120    ,East,TEC-PH-10000562,Technology,Phones,Samsung Convoy 3,466.20,7.00,40%,-93.23,-20%
5088,CA-2015-109001,05-03-2015,Mar,2015,09-03-2015,Standard Class,4,KN-16390,Katherine Nockton,Corporate,United States,Philadelphia,Pennsylvania,19120    ,East,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,10.30,1.00,20%,-1.29,-13%
5089,CA-2015-109001,05-03-2015,Mar,2015,09-03-2015,Standard Class,4,KN-16390,Katherine Nockton,Corporate,United States,Philadelphia,Pennsylvania,19120    ,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,2.60,3.00,70%,-1.79,-70%
5090,CA-2017-132738,04-08-2017,Aug,2017,07-08-2017,First Class,3,HM-14860,Harry Marie,Corporate,United States,Loveland,Colorado,80538    ,West,OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),8.00,2.00,20%,2.89,36%
5091,CA-2017-132738,04-08-2017,Aug,2017,07-08-2017,First Class,3,HM-14860,Harry Marie,Corporate,United States,Loveland,Colorado,80538    ,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",8.80,1.00,20%,3.18,36%
5092,CA-2017-156720,30-12-2017,Dec,2017,03-01-2018,Standard Class,4,JM-15580,Jill Matthias,Consumer,United States,Loveland,Colorado,80538    ,West,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,3.00,3.00,20%,-0.60,-20%
5093,CA-2015-119102,23-05-2015,May,2015,27-05-2015,Standard Class,4,KH-16690,Kristen Hastings,Corporate,United States,Woonsocket,Rhode Island,2895    ,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.50,3.00,0%,13.89,27%
5094,US-2014-140452,06-12-2014,Dec,2014,10-12-2014,Standard Class,4,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610    ,Central,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,14.00,4.00,80%,-31.54,-225%
5095,US-2014-140452,06-12-2014,Dec,2014,10-12-2014,Standard Class,4,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610    ,Central,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,215.00,5.00,50%,-120.37,-56%
5096,US-2014-140452,06-12-2014,Dec,2014,10-12-2014,Standard Class,4,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610    ,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,35.00,4.00,20%,-7.01,-20%
5097,US-2014-140452,06-12-2014,Dec,2014,10-12-2014,Standard Class,4,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610    ,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,10.80,3.00,60%,-4.85,-45%
5098,US-2014-140452,06-12-2014,Dec,2014,10-12-2014,Standard Class,4,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610    ,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,4.60,2.00,80%,-8.05,-175%
5099,US-2014-140452,06-12-2014,Dec,2014,10-12-2014,Standard Class,4,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610    ,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,35.20,2.00,20%,-8.35,-24%
5100,CA-2015-141936,07-08-2015,Aug,2015,12-08-2015,Standard Class,5,PN-18775,Parhena Norris,Home Office,United States,Bakersfield,California,93309    ,West,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,19.20,3.00,20%,6.46,34%
5101,CA-2014-158442,17-03-2014,Mar,2014,17-03-2014,Same Day,0,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217    ,Central,OFF-AR-10003732,Office Supplies,Art,Newell 333,4.40,2.00,20%,0.33,8%
5102,CA-2014-158442,17-03-2014,Mar,2014,17-03-2014,Same Day,0,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217    ,Central,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,5.20,1.00,20%,1.88,36%
5103,CA-2014-158442,17-03-2014,Mar,2014,17-03-2014,Same Day,0,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217    ,Central,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,15.60,3.00,20%,5.44,35%
5104,CA-2015-167374,26-03-2015,Mar,2015,30-03-2015,Second Class,4,GM-14500,Gene McClure,Consumer,United States,Philadelphia,Pennsylvania,19140    ,East,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,40.00,6.00,20%,12.51,31%
5105,CA-2015-167374,26-03-2015,Mar,2015,30-03-2015,Second Class,4,GM-14500,Gene McClure,Consumer,United States,Philadelphia,Pennsylvania,19140    ,East,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",16.80,3.00,20%,5.03,30%
5106,CA-2014-116568,14-12-2014,Dec,2014,20-12-2014,Standard Class,6,BM-11785,Bryan Mills,Consumer,United States,Deltona,Florida,32725    ,South,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",186.30,4.00,20%,13.97,8%
5107,CA-2015-147102,19-09-2015,Sep,2015,26-09-2015,Standard Class,7,NH-18610,Nicole Hansen,Corporate,United States,Columbus,Georgia,31907    ,South,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,66.40,4.00,0%,23.23,35%
5108,CA-2017-132213,25-04-2017,Apr,2017,26-04-2017,First Class,1,PN-18775,Parhena Norris,Home Office,United States,Nashville,Tennessee,37211    ,South,OFF-AR-10004078,Office Supplies,Art,Newell 312,42.00,9.00,20%,5.26,13%
5109,CA-2017-132213,25-04-2017,Apr,2017,26-04-2017,First Class,1,PN-18775,Parhena Norris,Home Office,United States,Nashville,Tennessee,37211    ,South,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,67.90,5.00,20%,6.79,10%
5110,CA-2014-138450,18-10-2014,Oct,2014,22-10-2014,Standard Class,4,EH-13765,Edward Hooks,Corporate,United States,Philadelphia,Pennsylvania,19134    ,East,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.50,6.00,20%,19.69,38%
5111,CA-2014-138450,18-10-2014,Oct,2014,22-10-2014,Standard Class,4,EH-13765,Edward Hooks,Corporate,United States,Philadelphia,Pennsylvania,19134    ,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",186.90,6.00,20%,-35.05,-19%
5112,CA-2014-138450,18-10-2014,Oct,2014,22-10-2014,Standard Class,4,EH-13765,Edward Hooks,Corporate,United States,Philadelphia,Pennsylvania,19134    ,East,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",10.00,4.00,20%,3.14,31%
5113,CA-2015-153073,13-11-2015,Nov,2015,13-11-2015,Same Day,0,HA-14905,Helen Abelman,Consumer,United States,Chicago,Illinois,60610    ,Central,FUR-FU-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",17.50,9.00,60%,-7.44,-43%
5114,CA-2016-147970,31-01-2016,Jan,2016,02-02-2016,Second Class,2,AB-10150,Aimee Bixby,Consumer,United States,Dallas,Texas,75220    ,Central,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,15.60,3.00,20%,5.44,35%
5115,CA-2016-150658,17-11-2016,Nov,2016,22-11-2016,Standard Class,5,MS-17365,Maribeth Schnelling,Consumer,United States,Carlsbad,New Mexico,88220    ,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,10.80,3.00,20%,3.37,31%
5116,CA-2017-125640,25-07-2017,Jul,2017,29-07-2017,Standard Class,4,DD-13570,Dorothy Dickinson,Consumer,United States,Philadelphia,Pennsylvania,19134    ,East,OFF-LA-10004178,Office Supplies,Labels,Avery 491,3.30,1.00,20%,1.07,33%
5117,CA-2017-154137,11-11-2017,Nov,2017,17-11-2017,Standard Class,6,MT-17815,Meg Tillman,Consumer,United States,New York City,New York,10009    ,East,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,35.50,1.00,0%,0.00,0%
5118,CA-2015-127173,26-09-2015,Sep,2015,03-10-2015,Standard Class,7,GM-14500,Gene McClure,Consumer,United States,Oceanside,New York,11572    ,East,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",34.40,3.00,0%,16.19,47%
5119,CA-2015-127173,26-09-2015,Sep,2015,03-10-2015,Standard Class,7,GM-14500,Gene McClure,Consumer,United States,Oceanside,New York,11572    ,East,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,629.90,7.00,0%,296.07,47%
5120,CA-2015-127173,26-09-2015,Sep,2015,03-10-2015,Standard Class,7,GM-14500,Gene McClure,Consumer,United States,Oceanside,New York,11572    ,East,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,79.10,9.00,20%,28.66,36%
5121,CA-2014-149538,04-04-2014,Apr,2014,08-04-2014,Standard Class,4,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506    ,South,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,232.60,5.00,0%,9.30,4%
5122,CA-2014-149538,04-04-2014,Apr,2014,08-04-2014,Standard Class,4,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506    ,South,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,100.00,2.00,0%,42.99,43%
5123,CA-2014-149538,04-04-2014,Apr,2014,08-04-2014,Standard Class,4,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506    ,South,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,19.40,3.00,0%,9.33,48%
5124,CA-2014-149538,04-04-2014,Apr,2014,08-04-2014,Standard Class,4,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506    ,South,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,13.00,2.00,0%,6.35,49%
5125,CA-2014-160766,14-09-2014,Sep,2014,14-09-2014,Same Day,0,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009    ,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,464.30,9.00,40%,-108.33,-23%
5126,CA-2014-160766,14-09-2014,Sep,2014,14-09-2014,Same Day,0,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009    ,East,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,68.50,7.00,0%,31.49,46%
5127,CA-2014-160766,14-09-2014,Sep,2014,14-09-2014,Same Day,0,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009    ,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,2800.00,4.00,0%,1371.98,49%
5128,CA-2014-160766,14-09-2014,Sep,2014,14-09-2014,Same Day,0,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009    ,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601.30,2.00,0%,198.43,33%
5129,CA-2014-160766,14-09-2014,Sep,2014,14-09-2014,Same Day,0,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009    ,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,17.00,1.00,0%,4.42,26%
5130,CA-2014-160766,14-09-2014,Sep,2014,14-09-2014,Same Day,0,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009    ,East,TEC-PH-10000526,Technology,Phones,Vtech CS6719,288.00,3.00,0%,80.63,28%
5131,CA-2014-160766,14-09-2014,Sep,2014,14-09-2014,Same Day,0,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009    ,East,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,44.80,9.00,0%,21.07,47%
5132,CA-2017-146626,29-12-2017,Dec,2017,05-01-2018,Standard Class,7,BP-11185,Ben Peterman,Corporate,United States,Anaheim,California,92804    ,West,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,101.10,8.00,0%,37.41,37%
5133,CA-2015-123330,21-06-2015,Jun,2015,27-06-2015,Standard Class,6,EP-13915,Emily Phan,Consumer,United States,Deltona,Florida,32725    ,South,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,108.00,3.00,20%,37.79,35%
5134,CA-2017-155607,26-11-2017,Nov,2017,30-11-2017,Standard Class,4,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10009    ,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,58.70,7.00,0%,14.68,25%
5135,CA-2017-155607,26-11-2017,Nov,2017,30-11-2017,Standard Class,4,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10009    ,East,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,93.30,4.00,20%,32.67,35%
5136,CA-2016-151323,23-10-2016,Oct,2016,28-10-2016,Standard Class,5,AB-10255,Alejandro Ballentine,Home Office,United States,Seattle,Washington,98103    ,West,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,17.10,5.00,0%,8.18,48%
5137,CA-2015-146696,14-12-2015,Dec,2015,19-12-2015,Standard Class,5,RD-19480,Rick Duston,Consumer,United States,San Diego,California,92105    ,West,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,8.10,2.00,20%,2.73,34%
5138,CA-2016-128972,13-11-2016,Nov,2016,17-11-2016,Standard Class,4,TS-21430,Tom Stivers,Corporate,United States,Oklahoma City,Oklahoma,73120    ,Central,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.40,4.00,0%,13.05,43%
5139,CA-2017-128335,29-09-2017,Sep,2017,05-10-2017,Standard Class,6,JA-15970,Joseph Airdo,Consumer,United States,Mount Vernon,New York,10550    ,East,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23.30,3.00,0%,10.97,47%
5140,CA-2017-128335,29-09-2017,Sep,2017,05-10-2017,Standard Class,6,JA-15970,Joseph Airdo,Consumer,United States,Mount Vernon,New York,10550    ,East,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.60,5.00,0%,24.23,47%
5141,CA-2015-154886,08-11-2015,Nov,2015,12-11-2015,Standard Class,4,SW-20455,Shaun Weien,Consumer,United States,San Francisco,California,94109    ,West,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,119.90,2.00,0%,43.16,36%
5142,CA-2016-111213,01-04-2016,Apr,2016,05-04-2016,Standard Class,4,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009    ,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.50,6.00,10%,292.78,22%
5143,CA-2016-111213,01-04-2016,Apr,2016,05-04-2016,Standard Class,4,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009    ,East,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,63.80,8.00,0%,18.51,29%
5144,CA-2016-111213,01-04-2016,Apr,2016,05-04-2016,Standard Class,4,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009    ,East,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.60,1.00,20%,1.12,31%
5145,CA-2017-161333,02-02-2017,Feb,2017,07-02-2017,Standard Class,5,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045    ,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",86.30,2.00,0%,29.33,34%
5146,CA-2017-161333,02-02-2017,Feb,2017,07-02-2017,Standard Class,5,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045    ,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",139.00,4.00,0%,38.93,28%
5147,CA-2017-161333,02-02-2017,Feb,2017,07-02-2017,Standard Class,5,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045    ,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,46.80,4.00,0%,16.38,35%
5148,CA-2017-128734,24-12-2017,Dec,2017,31-12-2017,Standard Class,7,JL-15175,James Lanier,Home Office,United States,Chandler,Arizona,85224    ,West,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.50,4.00,20%,1.92,23%
5149,CA-2017-128734,24-12-2017,Dec,2017,31-12-2017,Standard Class,7,JL-15175,James Lanier,Home Office,United States,Chandler,Arizona,85224    ,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,842.40,3.00,20%,105.30,13%
5150,CA-2014-141796,21-06-2014,Jun,2014,21-06-2014,Same Day,0,JG-15160,James Galang,Consumer,United States,Long Beach,New York,11561    ,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1214.90,3.00,0%,352.31,29%
5151,CA-2017-125101,06-03-2017,Mar,2017,10-03-2017,Second Class,4,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94109    ,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",67.80,2.00,0%,16.95,25%
5152,CA-2017-169929,25-09-2017,Sep,2017,28-09-2017,First Class,3,LS-17200,Luke Schmidt,Corporate,United States,Helena,Montana,59601    ,West,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,39.90,5.00,0%,10.37,26%
5153,US-2014-121566,30-06-2014,Jun,2014,06-07-2014,Standard Class,6,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011    ,East,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.70,1.00,20%,0.84,31%
5154,US-2014-121566,30-06-2014,Jun,2014,06-07-2014,Standard Class,6,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011    ,East,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",6.60,3.00,0%,2.90,44%
5155,US-2015-124219,07-08-2015,Aug,2015,08-08-2015,First Class,1,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122    ,Central,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",28.40,4.00,0%,13.06,46%
5156,US-2015-124219,07-08-2015,Aug,2015,08-08-2015,First Class,1,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122    ,Central,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",212.90,3.00,0%,34.07,16%
5157,CA-2017-163006,30-06-2017,Jun,2017,04-07-2017,Second Class,4,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653    ,Central,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1001.60,2.00,20%,125.20,13%
5158,CA-2017-163006,30-06-2017,Jun,2017,04-07-2017,Second Class,4,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653    ,Central,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,569.10,3.00,30%,-178.85,-31%
5159,CA-2017-163006,30-06-2017,Jun,2017,04-07-2017,Second Class,4,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653    ,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",14.20,2.00,60%,-10.31,-73%
5160,CA-2015-156146,26-10-2015,Oct,2015,30-10-2015,Second Class,4,AG-10495,Andrew Gjertsen,Corporate,United States,Peoria,Arizona,85345    ,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,105.60,2.00,20%,9.24,9%
5161,CA-2015-156146,26-10-2015,Oct,2015,30-10-2015,Second Class,4,AG-10495,Andrew Gjertsen,Corporate,United States,Peoria,Arizona,85345    ,West,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,68.70,2.00,20%,-14.60,-21%
5162,CA-2014-111192,30-07-2014,Jul,2014,05-08-2014,Standard Class,6,TS-21430,Tom Stivers,Corporate,United States,Seattle,Washington,98103    ,West,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.80,8.00,0%,259.89,19%
5163,CA-2016-115378,18-11-2016,Nov,2016,23-11-2016,Second Class,5,AJ-10945,Ashley Jarboe,Consumer,United States,Taylor,Michigan,48180    ,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,302.00,2.00,0%,33.22,11%
5164,CA-2015-161627,06-07-2015,Jul,2015,11-07-2015,Standard Class,5,SJ-20215,Sarah Jordon,Consumer,United States,Pasadena,California,91104    ,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,170.40,3.00,20%,-17.04,-10%
5165,CA-2014-121006,10-11-2014,Nov,2014,16-11-2014,Standard Class,6,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640    ,Central,OFF-AR-10001149,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",3.90,2.00,0%,1.52,39%
5166,CA-2014-121006,10-11-2014,Nov,2014,16-11-2014,Standard Class,6,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640    ,Central,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,12.80,3.00,0%,5.78,45%
5167,CA-2014-121006,10-11-2014,Nov,2014,16-11-2014,Standard Class,6,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640    ,Central,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),15.80,3.00,0%,7.13,45%
5168,CA-2014-121006,10-11-2014,Nov,2014,16-11-2014,Standard Class,6,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640    ,Central,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,563.90,3.00,0%,112.79,20%
5169,CA-2014-121006,10-11-2014,Nov,2014,16-11-2014,Standard Class,6,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640    ,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,62.90,3.00,0%,11.96,19%
5170,CA-2014-121006,10-11-2014,Nov,2014,16-11-2014,Standard Class,6,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640    ,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.40,3.00,0%,160.62,30%
